SSP,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
SSP2,RSAS,0.31956741122311194,0.33206704214245664,0.34700276122295404,0.362558570938227,0.37999121382616136,0.3957596152798831,0.40938527962364163,0.4262678398968411,0.4437690675985659,0.4601922054479457,0.47584913055380335,0.4915271951617416,0.5072358999750184,0.5219617263971429,0.5379406196265708,0.5512825517580571,0.565958677102692,0.5793006092341783,0.5913083481525159,0.6019818938577048,0.6113212463497453,0.6193264056286371,0.6259973716943802,0.6313341445469747,0.6353367241864205,0.6380051106127178,0.6393393038258665
SSP2,RUS,0.4657476175023148,0.48217533833186205,0.49596647723598564,0.5080502758582567,0.5193452310276871,0.5300130049260896,0.540388999436482,0.5507811852773302,0.5610259310301389,0.5713562415623207,0.5812399840501234,0.5951048465497945,0.6048425867367462,0.6144608234989898,0.6238654756284253,0.6368746484851101,0.6511847386274634,0.6641939114841482,0.6759021670551645,0.6863095053405123,0.6954159263401917,0.7032214300542026,0.709726016482545,0.7149296856252189,0.7188324374822243,0.7214342720535613,0.7227351893392298
SSP2,SAF,0.4305651,0.4436069,0.4527305,0.4620868,0.4754219,0.4832205,0.4943414,0.4998498,0.5089322,0.5178183,0.5218274,0.5301354,0.5383119,0.5463652,0.5543293,0.5624193,0.5713182999999998,0.5794082999999998,0.5866892999999997,0.5931612999999997,0.5988242999999996,0.6036782999999996,0.6077232999999995,0.6109592999999995,0.6133862999999995,0.6150042999999995,0.6158132999999995
SSP2,SEAS,0.43337819734467303,0.45235857371083177,0.47229305532226434,0.48975350870690454,0.5081136759297354,0.5250267250692567,0.5397092390425378,0.5573481899262505,0.5713140144295853,0.5866167440073173,0.6027238824652703,0.6169757846426485,0.6310494659441719,0.6443711619885953,0.6550495087735597,0.6673378982285042,0.6808551266289431,0.6931435160838876,0.7042030665933376,0.7140337781572932,0.7226356507757543,0.730008684448721,0.7361528791761933,0.7410682349581711,0.7447547517946544,0.7472124296856434,0.7484412686311378
SSP2,STAN,0.37024842408520603,0.40384786339977274,0.430381000111155,0.4516836067797364,0.4683180381358144,0.48283800911364017,0.4955078938092557,0.5087058858334134,0.5218004232145096,0.5376687632161355,0.5505795615985004,0.5640661395742141,0.5765748195591035,0.5911087142419211,0.6043643647286734,0.6182961378232866,0.6336210882273612,0.6475528613219744,0.6600914571071264,0.671236875582817,0.6809891167490463,0.6893481806058143,0.6963140671531209,0.7018867763909662,0.7060663083193501,0.7088526629382728,0.7102458402477341
SSP2,TUR,0.46289899999999995,0.47564599999999996,0.4877557,0.4993667,0.5148376,0.5256124,0.5402845,0.5504988,0.5653981,0.5805738,0.5911938,0.6057127,0.6195408,0.633386,0.646607,0.6594261,0.67352711,0.68634621,0.6978833999999999,0.7081386799999999,0.7171120499999999,0.7248035099999999,0.7312130599999999,0.7363406999999998,0.7401864299999998,0.7427502499999998,0.7440321599999998
SSP2,UKR,0.41238396874772654,0.4361280926667446,0.45752697787514846,0.4745052975882378,0.48879081301710037,0.5020984658623406,0.5136162575207125,0.5249035481248363,0.5367543001240851,0.5481098166933935,0.5635245348802278,0.5747631520031707,0.5863961861700506,0.6004821768309236,0.6113556614990332,0.6256101698515862,0.6412901290393946,0.6555446373919477,0.6683736949092454,0.6797773015912878,0.6897554574380749,0.6983081624496067,0.7054354166258832,0.7111372199669044,0.7154135724726702,0.7182644741431808,0.7196899249784362
SSP2,USA,0.7430847,0.7559309,0.7641409000000001,0.7719605,0.7835541,0.7906996,0.7972568,0.8080126,0.8141457,0.8247905,0.8311017,0.837197,0.8478149,0.8540791,0.8648478,0.8710496,0.8778715799999999,0.8840733799999998,0.8896549999999998,0.8946164399999997,0.8989576999999996,0.9026787799999996,0.9057796799999995,0.9082603999999995,0.9101209399999995,0.9113612999999995,0.9119814799999995
SSP2,WAF,0.27402037689536535,0.2959576134732164,0.317736244801949,0.3363562739438816,0.35657968953332614,0.37521007697484865,0.39364366936135103,0.4117525439344889,0.4282075334774594,0.44630766327798893,0.4619028372373691,0.47917500447085914,0.4959152069712504,0.5098359655739045,0.525903959892008,0.5396864893913675,0.5548472718406631,0.5686298013400226,0.5810340778894462,0.5920601014889338,0.6017078721384855,0.6099773898381012,0.6168686545877811,0.6223816663875249,0.6265164252373328,0.6292729311372046,0.6306511840871406
SSP2,WEU,0.6713094119566414,0.6864838410506486,0.7030420261758843,0.7179485897077038,0.7319295067669196,0.746023050234513,0.7582138337124532,0.7707934620202835,0.7818753292696082,0.7942052204405027,0.8058112849756479,0.8167060100838174,0.8274954240478232,0.8371342579276964,0.8464483253684802,0.8565345654121265,0.8676294294601373,0.8777156695037835,0.8867932855430651,0.8948622775779821,0.9019226456085344,0.9079743896347221,0.9130175096565452,0.9170520056740037,0.9200778776870976,0.9220951256958269,0.9231037497001915
