Model,Scenario,Region,Variable,Unit,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE,SSP4-Ref-SPA0-V17,RSAS,Emissions|CO2,Mt CO2/yr,241.61848451903563,417.04411319709277,617.91619370038,750.942520209869,850.6560364542854,1028.9609070759636,1160.9110006751987,1277.2228191265278,1388.23415133063,1483.850921765755
IMAGE,SSP5-Ref-SPA0-V17,RSAS,Emissions|CO2,Mt CO2/yr,241.61848451903563,417.04411319709277,853.8262126427247,1540.8920492937268,2524.3654990901646,3777.6674808121743,5084.3391117903375,6177.893351798605,6734.4201259377405,6879.9575201567
IMAGE,SSP1-Ref-SPA0-V17,RUS,Emissions|CO2,Mt CO2/yr,1692.2935589103552,1878.1987509845474,1967.2774456541038,1878.6004640379692,1636.800761053748,1403.5743307753842,1268.4808045586758,877.7376506331797,771.5553793019122,474.4710642928082
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CO2,Mt CO2/yr,1692.2935589103552,1878.1987509845474,2084.6246543236257,2118.768025908761,2069.212524602173,2078.530029485832,2135.9056194975587,1978.9915773283458,1946.9212241353262,1884.2170615319694
IMAGE,SSP3-Ref-SPA0-V17,RUS,Emissions|CO2,Mt CO2/yr,1692.2935589103552,1878.1987509845474,2387.723531304305,2517.4175417327624,2458.609212463093,2425.0188397386855,2576.789164459514,2498.1017458325687,2582.6573081774955,2752.838623297133
IMAGE,SSP4-Ref-SPA0-V17,RUS,Emissions|CO2,Mt CO2/yr,1692.2935589103552,1878.1987509845474,2027.9164227103977,2001.4011232288206,1833.3660076536487,1652.0104676794797,1681.952748769441,1453.915466440768,1382.8730164831375,1231.605448516912
IMAGE,SSP5-Ref-SPA0-V17,RUS,Emissions|CO2,Mt CO2/yr,1692.2935589103552,1878.1987509845474,2445.7919924098446,2646.5316978317396,2623.873962640878,2633.9123130649673,2663.5961102681867,2375.385009981569,2260.9840700297627,2158.2502646818816
IMAGE,SSP1-Ref-SPA0-V17,SAF,Emissions|CO2,Mt CO2/yr,343.15699771186013,507.1513163709744,506.2251383923746,527.0855153880862,568.0711568713043,523.1192983467099,445.6705042926314,345.84620923961114,283.0273514051243,190.66820527856393
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CO2,Mt CO2/yr,343.15699771186013,507.1513163709744,573.5095571403533,595.6822713757675,694.8355154033361,764.6609650353349,777.3487193496394,774.0993195283804,777.8052063695377,786.2649587710229
IMAGE,SSP3-Ref-SPA0-V17,SAF,Emissions|CO2,Mt CO2/yr,343.15699771186013,507.1513163709744,556.043375701591,614.9597422840956,724.7639771166689,785.875218780753,838.5006918079981,896.9422201336236,952.4321086477826,1012.6449789332045
IMAGE,SSP4-Ref-SPA0-V17,SAF,Emissions|CO2,Mt CO2/yr,343.15699771186013,507.1513163709744,539.0971832765479,482.723637942647,509.05799870350455,514.7307129374187,459.3508199473581,399.80782576063,347.5660782176321,263.9570312739961
IMAGE,SSP5-Ref-SPA0-V17,SAF,Emissions|CO2,Mt CO2/yr,343.15699771186013,507.1513163709744,700.9240418117672,906.7153168548896,1137.1499533097574,1260.5424398932405,1301.790201941261,1250.0729472978878,1156.1704509514605,1020.7237753206576
IMAGE,SSP1-Ref-SPA0-V17,SEAS,Emissions|CO2,Mt CO2/yr,1180.4590963801008,1514.173095840777,1769.3859864889782,1956.5527142078163,2118.012492054526,2329.6134442221996,2322.602376513229,1964.4529217280658,1738.9540406854305,1468.0746766471332
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CO2,Mt CO2/yr,1180.4590963801008,1514.173095840777,2070.5915529226104,2282.5895184366746,2334.169250700478,2649.147868079373,2907.087036397093,3216.1015017572163,3204.2058718733224,3467.1907351784803
IMAGE,SSP3-Ref-SPA0-V17,SEAS,Emissions|CO2,Mt CO2/yr,1180.4590963801008,1514.173095840777,2265.9731447372474,2714.9795738145244,2620.671224196576,2955.447469344198,3270.7573041710393,3582.595174479336,4098.512003953321,4475.001505940672
IMAGE,SSP4-Ref-SPA0-V17,SEAS,Emissions|CO2,Mt CO2/yr,1180.4590963801008,1514.173095840777,1980.7013755055846,2472.849548564648,2066.231119979506,2293.055542200647,2429.6153770112387,2814.159281668593,2562.8809409881974,2540.1446535512346
IMAGE,SSP5-Ref-SPA0-V17,SEAS,Emissions|CO2,Mt CO2/yr,1180.4590963801008,1514.173095840777,2493.3763023100037,3390.4066978993646,4130.478068409352,4615.5375166956355,5133.564290831271,5253.079183420261,5036.185018361481,4725.057251406113
IMAGE,SSP1-Ref-SPA0-V17,STAN,Emissions|CO2,Mt CO2/yr,469.57497664587873,485.14107772151254,541.427342781968,516.8251038067497,475.8178101018499,458.49136102394016,359.0169983236535,410.1350123460415,369.0833791432535,289.3777745827849
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CO2,Mt CO2/yr,469.57497664587873,485.14107772151254,546.2306671639151,543.3626149989409,506.5756582084872,557.7326406350129,563.4925791934792,699.9795125961865,706.0496877676368,699.8753917058776
IMAGE,SSP3-Ref-SPA0-V17,STAN,Emissions|CO2,Mt CO2/yr,469.57497664587873,485.14107772151254,679.672749899028,756.7361959509557,832.1606191755858,925.5267894314695,989.8020529057371,1088.0569255546434,1138.4988811256353,1151.9229228749025
IMAGE,SSP4-Ref-SPA0-V17,STAN,Emissions|CO2,Mt CO2/yr,469.57497664587873,485.14107772151254,555.4776204932062,543.0402934250184,497.56408187303253,513.905354864427,465.19146478431486,575.3997345493793,530.8530579095875,491.2896932412773
IMAGE,SSP5-Ref-SPA0-V17,STAN,Emissions|CO2,Mt CO2/yr,469.57497664587873,485.14107772151254,616.7018229727305,649.0817413920153,646.5939179054609,695.4973908102974,682.563908956908,733.2365418147048,679.8249308886252,636.0533702157006
IMAGE,SSP1-Ref-SPA0-V17,TUR,Emissions|CO2,Mt CO2/yr,317.33462527298923,435.7826004424486,471.57363895888597,470.0307363301649,472.0712484153114,457.8379618743039,342.64766696230214,289.45699821560464,268.23765312090217,219.3523636063669
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CO2,Mt CO2/yr,317.33462527298923,435.7826004424486,529.9602254713552,545.496226042429,585.7668406701135,662.6502431836133,710.2986145665257,741.5950826683292,770.5543976530582,756.9660899532552
IMAGE,SSP3-Ref-SPA0-V17,TUR,Emissions|CO2,Mt CO2/yr,317.33462527298923,435.7826004424486,589.0005188523736,647.8706716490666,717.8922781007446,797.8578491936263,866.4307709527899,950.0420838266018,1052.9105022116046,1141.3218384826628
IMAGE,SSP4-Ref-SPA0-V17,TUR,Emissions|CO2,Mt CO2/yr,317.33462527298923,435.7826004424486,466.61119592458067,455.4770025031583,475.4218597844311,499.527216638836,490.36496993390153,477.21921797958146,506.46275334194047,465.1423416560552
IMAGE,SSP5-Ref-SPA0-V17,TUR,Emissions|CO2,Mt CO2/yr,317.33462527298923,435.7826004424486,557.7319132994008,660.2515462839812,759.7263845498603,852.7566935996588,914.0710297461833,917.1422323424911,894.7355957844645,845.6495616410048
IMAGE,SSP1-Ref-SPA0-V17,UKR,Emissions|CO2,Mt CO2/yr,348.3859532990868,403.8642603923464,387.57401279158165,449.0383199464206,376.01116692464507,372.7012583753533,263.8158722163661,173.99609249425205,135.85666912042353,138.9772326277873
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CO2,Mt CO2/yr,348.3859532990868,403.8642603923464,415.4505768199948,504.0097300669779,518.2638855451618,550.8777822359522,528.5510966463573,508.79179386949596,499.17154952454587,506.91957605519815
IMAGE,SSP3-Ref-SPA0-V17,UKR,Emissions|CO2,Mt CO2/yr,348.3859532990868,403.8642603923464,461.7294032198725,534.5120036293212,558.6547902932998,606.2037404929349,614.150889134608,609.7409973698841,625.7265472980952,667.5764313351028
IMAGE,SSP4-Ref-SPA0-V17,UKR,Emissions|CO2,Mt CO2/yr,348.3859532990868,403.8642603923464,404.4982452760304,458.79239404398703,428.7176539492933,427.8515930564737,386.0666377100644,356.2995046303726,333.1895345354983,334.32571668485286
IMAGE,SSP5-Ref-SPA0-V17,UKR,Emissions|CO2,Mt CO2/yr,348.3859532990868,403.8642603923464,512.994898524826,626.5471497151619,616.6834717357497,640.5292816744409,584.5994110638876,515.7302399150486,493.313308760667,476.04334009047716
IMAGE,SSP1-Ref-SPA0-V17,USA,Emissions|CO2,Mt CO2/yr,5300.6652836850035,5393.820638511181,4313.393351629105,3997.106649126394,3681.2856652109645,3111.142049436477,2717.0046999540314,2552.6474408245067,2570.3832399797648,2398.5122682844526
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CO2,Mt CO2/yr,5300.6652836850035,5393.820638511181,4984.100179489558,5013.851115364659,5189.264770979564,5257.497803212329,5180.021118634973,5135.206950336628,5308.944824701382,5444.406047044425
IMAGE,SSP3-Ref-SPA0-V17,USA,Emissions|CO2,Mt CO2/yr,5300.6652836850035,5393.820638511181,4949.292358848373,4894.629842567362,5105.598796037062,5095.0642908277705,5044.966756643529,4725.038900169132,4494.130656333036,4141.331258514505
IMAGE,SSP4-Ref-SPA0-V17,USA,Emissions|CO2,Mt CO2/yr,5300.6652836850035,5393.820638511181,4592.969523529522,4367.623494863203,4273.84822629999,4097.122233445382,3696.110107757885,3652.4458011132906,4037.9462080493777,4410.51615437231
IMAGE,SSP5-Ref-SPA0-V17,USA,Emissions|CO2,Mt CO2/yr,5300.6652836850035,5393.820638511181,5926.7557785335875,6621.802165315524,7601.509359415005,8756.029541811627,10064.956136982704,11147.730144242596,12382.124756985022,14133.80135219635
IMAGE,SSP1-Ref-SPA0-V17,WAF,Emissions|CO2,Mt CO2/yr,865.2431437961063,1816.996480471171,2185.85835794611,1949.0882366680753,1712.7686158783624,1887.4294231859074,2391.2178753801436,2819.3305259724484,2498.6247560865227,1986.3477378107852
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CO2,Mt CO2/yr,865.2431437961063,1816.996480471171,3175.013529748273,2479.7296958634506,2587.739258047749,1861.760294765605,2792.4135134374496,4349.249878325074,5979.497233616507,7714.262940154422
IMAGE,SSP3-Ref-SPA0-V17,WAF,Emissions|CO2,Mt CO2/yr,865.2431437961063,1816.996480471171,4081.707641972627,2856.351237238835,2967.3661501721044,2035.8148398660635,2752.7372439025926,3695.6737063906576,4793.609416125887,6275.269043539229
IMAGE,SSP4-Ref-SPA0-V17,WAF,Emissions|CO2,Mt CO2/yr,865.2431437961063,1816.996480471171,3388.397461245536,3072.4583132675957,2862.611023209456,1352.2351787524876,1551.3061524847778,2159.4737550791283,2297.0476076306973,2490.17490663914
IMAGE,SSP5-Ref-SPA0-V17,WAF,Emissions|CO2,Mt CO2/yr,865.2431437961063,1816.996480471171,4233.797322976036,2888.4070437196137,4366.65177448551,5018.240194141099,7960.326172598666,10526.1862802538,12274.210531714794,12691.568686049612
IMAGE,SSP1-Ref-SPA0-V17,WEU,Emissions|CO2,Mt CO2/yr,3319.360107723635,3131.7352704669947,2548.329752835833,2343.877726450059,2434.7899782486884,2644.3828127403985,2464.44803896102,2349.3271486510753,1845.719299484199,1590.9112550274408
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CO2,Mt CO2/yr,3319.360107723635,3131.7352704669947,2884.694275164589,2872.5032351244176,3282.1093346082694,3717.175089856154,3902.2683515917306,4111.301473355526,4094.086222702919,4318.031738673798
IMAGE,SSP3-Ref-SPA0-V17,WEU,Emissions|CO2,Mt CO2/yr,3319.360107723635,3131.7352704669947,3124.6805626213013,3292.857788385288,3737.931905450489,3846.8467207273175,3738.8926598451076,3660.4527591218307,3352.950032856897,3219.8823041664145
IMAGE,SSP4-Ref-SPA0-V17,WEU,Emissions|CO2,Mt CO2/yr,3319.360107723635,3131.7352704669947,2812.425089773904,2640.3350222126865,2918.045858012673,3318.987040503549,3171.2788292271002,2958.8059695072634,2640.5977582153146,2736.70721460426
IMAGE,SSP5-Ref-SPA0-V17,WEU,Emissions|CO2,Mt CO2/yr,3319.360107723635,3131.7352704669947,3728.7213748506933,4614.0931400679,6045.981527242343,7465.3628750276275,8349.253337347565,8942.552409667125,9607.821452696355,10663.2091481048
